Vendor,Product,Version,Type,End-Of-Life
"Allen Systems Group, Inc","ASG-Sentry Network Manager 7.x",7.x,2,
AllerSoft,"AllerCalc 2.x",2.x,2,
"allesklar.com AG","Meinestadt.de - POI &amp; mehr 3.x",3.x,2,0
"Allied Telesis","AT-TFTP Server 1.x",1.x,2,1
"Allied Telesis","Allied Telesis AT-9000/24 Management System 1.x",1.x,2,
"Allied Telesyn","Allied Telesyn 8000 Series",,1,
"Allied Telesyn","Allied Telesyn AT-AR700 Series Router",700,1,
"Allied Telesyn","Allied Telesyn Rapier 24 Series",,1,
"Allied Telesyn","SwitchBlade 4000 Software Release 2.x",2.x,1,
"AllMusicConverter team","AllMusicConverter 3.X",3.X,2,
AllMyPHP,"AllMyVisitors 0.x",0.x,2,
AllMyPHP,"AllMyLinks 0.x",0.x,2,
AllMyPHP,"AllMyGuests 0.x",0.x,2,
allocinit,"CamTwist 2.x",2.x,2,0
"Allok Soft","WMV to AVI MPEG DVD WMV Converter 1.x",1.x,2,
"Allok Soft","Allok MPEG4 Converter 1.x",1.x,2,
Allomani,"Allomani Audio &amp; Video Library 2.x",2.x,2,0
Allomani,"Allomani News 1.x",1.x,2,0
Allomani,"Allomani E-Store 1.x",1.x,2,0
Allot,"Allot Netenforcer",,1,
"Alloy Software","Alloy Navigator 6.x",6.x,2,0
"Alloy Software","Alloy Navigator 5.x",5.x,2,
"Alloy Software","Alloy Asset Navigator 4.x",4.x,2,
"ALLPlayer Group","ALLConverter PRO 1.x",1.x,2,0
"ALLPlayer Group","ALLPlayer 3.x",3.x,2,0
"ALLPlayer Group","ALLPlayer 5.x",5.x,2,0
"ALLPlayer Group","ALLPlayer 4.x",4.x,2,0
"Allround Automations","Query Reporter 2.x",2.x,2,
"Allround Automations","Query Reporter 3.x",3.x,2,0
"Allround Automations","PL/SQL Developer 7.x",7.x,2,
"Allround Automations","PL/SQL Developer 5.x",5.x,2,
"Allround Automations","PL/SQL Developer 8.x",8.x,2,0
AllScoop,"TCP Listen 1.x",1.x,2,0
"Allume Systems","StuffIt Standard 9.x",9.x,2,
"Allume Systems","StuffIt Deluxe 9.x",9.x,2,
"Allume Systems","Stuffit 6",,2,
"Allume Systems","StuffIt Standard/Deluxe 8.x",8.x,2,
"Allume Systems","ZipMagic 4.x",,2,
"Allume Systems","StuffIt Expander 14.x",14.x,2,0
"Allume Systems","StuffIt Expander 9.x",9.x,2,0
"Allume Systems","ZipMagic Deluxe 9.x",9.x,2,
"Allume Systems","StuffIt Expander 7.x",7.x,2,0
"Allume Systems","StuffIt Express 9.x",9.x,2,
"Allume Systems","StuffIt Expander 15.x",15.x,2,0
AllWorldIT,"policyd 1.x",1.x,2,0
"ALM Works","Deskzilla 1.x",1.x,2,
"ALM Works","Deskzilla 3.x",3.x,2,0
"ALMATEQ SRL","Mark Studio 2.x",2.x,2,0
Almeza,"Almeza MultiSet 7.x",7.x,2,0
AlMiSoft,"Kill-ID for Chrome 1.x",1.x,2,0
AlmondSoft,"Almond Personals 4.x",4.x,2,
AlmondSoft,"Almond Classifieds E-Commerce Edition 5.x",5.x,2,
AlmondSoft,"Almond Classifieds Pro Edition 5.x",5.x,2,
AlmondSoft,"Almond Classifieds Standard Edition 5.x",5.x,2,
AlmondSoft,Speedfan,,2,
AlmondSoft,"Almond Classifieds 7.x (component for Joomla)",7.x,2,
AlmondSoft,"Almond Affiliate Network Classifieds",,2,
AlmondSoft,"Almond Classifieds Wap Edition",,2,
"Alnera Software Solutions","Alnera FeedBuster 1.x",1.x,2,
"Alnet Studio A/S","i2.net Content Management System",,2,
"ALO Software","ALO Audio Editor 3.x",3.x,2,
"ALO Software","ALO RM MP3 Cutter 1.x",1.x,2,
"ALO Software","ALO RM to MP3 Converter 7.x",7.x,2,
"Aloaha Software","Aloaha PDF Saver 5.x",,2,0
"Aloaha Software","Aloaha PDF Suite 5.x",5.x,2,0
Alouria,"XMail Manager 1.x",1.x,2,
"Alpha Bank","Alphaline 4.x",4.x,2,0
"Alpha Centauri Software","SIDVault 2.x",2.x,2,
"AlphaOmega Software","3DMF Viewer 5.x",5.x,2,0
"AlphaOmega Software","Keyboard And Mouse Recorder 5.x",5.x,2,0
"AlphaOmega Software","Plain Text Editor 5.x",5.x,2,0
"AlphaOmega Software","Screen Movie Recorder 4.x",4.x,2,0
"AlphaOmega Software","Typewriter Keyboard 5.x",5.x,2,0
"AlphaOmega Software","CPU Speed Accelerator 5.x",5.x,2,0
"AlphaOmega Software","Joystick And Gamepad Tester 4.x",4.x,2,0
"AlphaOmega Software","Pixel Tester 5.x",5.x,2,0
"Alphonso Labs","Pulse News 3.x",3.x,2,0
"AlShare Software","NetNote Server 2.x",2.x,2,
Alstom,"Alstom e-terracontrol 3.x",3.x,2,0
Alstom,"Alstom e-terracomm 2.x",2.x,2,0
Alstom,"Alstom e-terraplatform 2.x",2.x,2,0
Alstom,"Alstom e-terrabrowser 3.x",3.x,2,0
AlstraSoft,"AlstraSoft Web Host Directory 1.x",1.x,2,
AlstraSoft,"AlstraSoft Affiliate Network Pro 8.x",8.x,2,
AlstraSoft,"AlstraSoft Video Share Enterprise 4.x",4.x,2,
AlstraSoft,"AlstraSoft Template Seller Pro 3.x",3.x,2,
AlstraSoft,"AlstraSoft AskMe Pro 2.x",2.x,2,
AlstraSoft,"AlstraSoft Site Uptime Enterprise",,2,0
AlstraSoft,"AlstraSoft Article Manager Pro 1.x",1.x,2,
AlstraSoft,"AlstraSoft Live Support 1.x",1.x,2,
AlstraSoft,"AlstraSoft Forum Pay Per Post Exchange 2.x",2.x,2,
AlstraSoft,"AlstraSoft E-Friends 5.x",5.x,2,0
AlstraSoft,"AlstraSoft EPay Enterprise 4.x",4.x,2,0
AlstraSoft,"AlstraSoft EPay Pro 2.x",2.x,2,
AlstraSoft,"AlstraSoft E-Friends 4.x",4.x,2,
AlstraSoft,"AlstraSoft EPay Enterprise 3.x",3.x,2,
AlstraSoft,"AlstraSoft SendIt Pro 1.x",1.x,2,
AlstraSoft,"AlstraSoft Affiliate Network Pro 7.x",7.x,2,
"Alt-N Technologies","MDaemon 7.x",7.x,2,
"Alt-N Technologies","MDaemon 6.x",6.x,2,
"Alt-N Technologies","Outlook Connector for MDaemon 2.x",2.x,2,0
"Alt-N Technologies","MDaemon AntiVirus 2.x",2.x,2,
"Alt-N Technologies","MDaemon 5.x",,2,
"Alt-N Technologies","Alt-N WorldClient 13.x",13.x,2,0
"Alt-N Technologies","Alt-N SecurityGateway 1.x",1.x,2,
"Alt-N Technologies","MDaemon 12.x",12.x,2,0
"Alt-N Technologies","MDaemon 11.x",11.x,2,0
"Alt-N Technologies","MDaemon 10.x",10.x,2,
"Alt-N Technologies","WebAdmin 3.x",3.x,2,
"Alt-N Technologies","MDaemon 9.x",9.x,2,
"Alt-N Technologies","MDaemon 13.x",13.x,2,0
"Alt-N Technologies","MDaemon 8.x",8.x,2,
"Alt-N Technologies","WebAdmin 2.x",2.x,2,
"Altair Technologies","FireGen for PIX Log Analyzer 2.x",2.x,2,
"Altair Technologies","PBS Professional 10.x",10.x,2,0
"Altair Technologies","FireGen for PIX Log Analyzer 1.x",1.x,2,
"Altair Technologies",OpenPBS,,2,
ALTAP,"Altap Salamander 2.x",2.x,2,0
"Altaro Software","Oops!Backup 2.x",2.x,2,0
"Altaro Software","Oops!Backup 3.x",3.x,2,0
"AltarSoft Software","Altarsoft Audio Converter 1.x",1.x,2,0
"Altdo Software","Altdo Convert Mp3 Master 1.x",1.x,2,
"Altdo Software","Altdo Mp3 Record&amp;Edit Audio Master 1.x",1.x,2,
"AltiGen Communications","AltiGen AltiServ",,2,0
"AltiGen Communications","AltiView 5.x",5.x,2,
"Altima Technologies","NetZoom Solution 4.x",4.x,2,
Altiris,"Altiris Patch Management Solution 6.x",6.x,2,
Altiris,"Altiris Inventory Solution 7.x",7.x,2,0
Altiris,"Altirix eXpress NS SC Download ActiveX Control 6.x",6.x,2,
Altiris,"Altiris Inventory Solution 6.x",6.x,2,
Altiris,"Altiris Client Management Suite 7.x",7.x,2,0
Altiris,"Altiris Helpdesk Solution 6.x",6.x,2,
Altiris,"Altiris Carbon Copy Solution 6.x",6.x,2,
Altiris,"Altiris Server Provisioning Suite 5.x",5.x,2,
Altiris,"Altiris Asset Management Suite 5.x",5.x,2,
Altiris,"Altiris eXpress NS Client 5.x",5.x,2,
Altiris,"Altiris Client Management Suite 5.x",5.x,2,0
Altiris,"Altiris eXpress Management Console 6.x",6.x,2,
Altiris,"AppWeaver ActiveX Control 1.x",1.x,2,
Altiris,"Altiris Carbon Copy Solution Agent 6.x",6.x,2,
Altiris,"Altiris Notification Server Agent 6.x",6.x,2,0
Altiris,"Altiris Carbon Copy Solution 5.x",5.x,2,
Altiris,"secui ActiveX Control 6.x",6.x,2,
Altiris,"HP Client Manager 7.x",7.x,2,
Altiris,"Altiris Software Virtualization Solution 2.x",2.x,2,
Altiris,"Altiris Deployment Solution 6.x",6.x,2,
Altiris,"Altiris Deployment Solution 5.x",5.x,2,
Altiris,"Wise Package Studio 8.x",8.x,2,0
Altiris,"CCAXCF ActiveX Control 6.x",6.x,2,
Altiris,"Altiris Software Delivery Solution 6.x",6.x,2,
Altiris,"Altiris Deployment Solution 7.x",7.x,2,0
Altnet,"Altnet Download Manager 4.x",4.x,2,
Altomac,"Hide Folders 6.x",6.x,2,0
Altova,"XMLSpy 4.x",4.x,2,
Altova,"Altova MissionKit 2013",,2,0
Altova,"Altova XMLSpy 2013",15.x,2,0
Altova,"DiffDog 10.x",10.x,2,
Altova,"XMLSpy 9.x",9.X,2,
Altova,"Altova StyleVision 2013",15.x,2,0
Altova,"Altova SchemaAgent 2013",15.x,2,0
Altova,"Altova MapForce 2013",15.x,2,0
Altova,"Altova DiffDog 2013",15.x,2,0
Altova,"Altova DiffDog 2011 Enterprise Edition",,2,0
Altova,"Altova MissionKit 2012",,2,0
Altova,"Altova XMLSpy 13.x",13.x,2,0
Altova,"Altova Authentic 10.x",10.x,2,
Altova,"Altova DatabaseSpy 2011 Enterprise Edition",,2,0
Altova,"XMLSpy 6.x",6.x,2,
Altova,"Altova XMLSpy 2014",16.x,2,0
Altova,"AltovaXML 10.x",10.x,2,
Altova,"Altova MapForce 2011 Enterprise Edition",,2,0
Altova,"XMLSpy 5.x",5.x,2,
Altova,"StyleVision 7.x",7.x,2,
Altova,"Altova UModel 2013",15.x,2,0
AltrixSoft,"Chronograph 6.x",6.x,2,0
AltrixSoft,"Hard Drive Inspector Professional 3.x",3.x,2,0
AltrixSoft,"Hard Drive Inspector for Notebooks 2.x",2.x,2,
altSoft,"aGSM 2.x",2.x,2,
"Altsoft bvba","XML2PDF Formatting Engine 2.x",2.x,2,0
"Altstone Software","Geo Log Analyzer 1.x",1.x,2,
"Aluria Software","Aluria Security Center 1.x",1.x,2,
"Alvis Oy","InfoManager Product Suite 5.x",5.x,2,0
ALXsoftware,"SleepLess 2.x",2.x,2,0
"Amac Software Co.","Amac Keylogger STD 2.x",2.x,2,0
Amadeus,"AMADEUSINIT ActiveX Control 1.x",1.x,2,0
Amadeus,"AutoUpdateATL ActiveX Control 2.x",2.x,2,0
"AMAX Information Technologies","Winmail Server 4.x",4.x,2,
"AMAX Information Technologies","Winmail Server 5.x",5.x,2,0
"AMAX Information Technologies","Winmail Server 2.x",2.x,2,
"AMAX Information Technologies","Winmail Server 3.x",3.x,2,
"Amaze Software","FlashGet (formerly JetCar) 1.x",1.x,2,
"Amaze Software","FlashGet (formerly JetCar) 0.x",0.x,2,
"Amazing Studio","Bright Camera for Facebook 1.x",1.x,2,0
Amazon.com,"Kindle for PC 1.x",1.x,2,0
Amazon.com,"Amazon Kindle for Android 3.x",3.x,2,0
Amazon.com,"Amazon Kindle for Android 4.x",4.x,2,0
Amazon.com,"Amazon Cloud Player 1.x",1.x,2,0
Amazon.com,"Amazon Services Order Notifier (ASON) 1.x",1.x,2,
Amazon.com,"Send to Kindle 1.x",1.x,2,0
Amazon.com,"Amazon Web Services SDK",,2,0
Amazon.com,"Amazon MP3 for Android 2.x",2.x,2,0
Amazon.com,"Amazon Mobile for Android 2.x",2.x,2,0
Amazon.com,"Audible for Android 1.x",1.x,2,0
Amazon.com,"Amazon MP3 Downloader 1.x",1.x,2,
Amazon.com,"Kindle for Mac 1.x",1.x,2,0
Amazon.com,"Amazon Unbox Video 2.x",2.x,2,
Amazon.com,"Amazon Mobile 2.x",2.x,2,0
"AMB Software","Directory Report 24.x",24.x,2,0
"AmberPoint, Inc.","AmberPoint Management System 5.x",5.x,2,0
ambertation,"SimPE 0.x",0.x,2,
AmbiCom,"AmbiCom Blue Neighbors 2.x",2.x,2,
"Ambient Design Ltd.","ArtRage Studio Pro 3.x",3.x,2,0
"Ambient Devices","Virtual Weather Station 13.x",13.x,2,
"Ambrosia Software Inc.","Snapz Pro X 2.x",2.x,2,0
"Ambrosia Software Inc.","WireTap Studio 1.x",1.x,2,0
Amdocs,"Amdocs ClarifyCRM 12",,2,
amensa-soft,"K+B-Bestellsystem 2.x",2.x,2,
"America Online (AOL)","AOL Radio 2.x",2.x,2,
"America Online (AOL)","AOL Instant Messenger (AIM) 7.x",7.x,2,
"America Online (AOL)","AIM Pro",,2,
"America Online (AOL)","America Online 3.x",3.x,2,
"America Online (AOL)","AOL Explorer 1.x",1.x,2,
"America Online (AOL)","America Online 2.x",2.x,2,
"America Online (AOL)","AOL Toolbar 3.x",3.x,2,1
"America Online (AOL)","AOL downloadUpdater2 1.x (Plugin for Firefox)",1.x,2,0
"America Online (AOL)","AOL Instant Messenger (AIM) 5.x",5.x,2,1
"America Online (AOL)","AOL Deskbar 2.x",2.x,2,1
"America Online (AOL)",AIM,4.x,2,1
"America Online (AOL)","AOL Instant Messenger 1.x",1.x,2,1
"America Online (AOL)","AOL Instant Messenger (AIM) 9.x",9.x,2,
"America Online (AOL)","AOL dnUpdater ActiveX Control",,2,0
"America Online (AOL)","AOL Toolbar 5.x",5.x,2,0
"America Online (AOL)","AOL Instant Messenger 2.x",2.x,2,1
"America Online (AOL)","AOL Active Security Monitor 2.x",2.x,2,
"America Online (AOL)","AOL Instant Messenger (AIM) 8.x",8.x,2,
"America Online (AOL)","AOL Instant Messenger 4.x",4.x,2,1
"America Online (AOL)","AOL Instant Messenger 3.x",3.x,2,1
"America Online (AOL)","AOL SuperBuddy ActiveX Control 9.x",9.x,2,
"America Online (AOL)","Aim 1.x",1.x,2,1
"America Online (AOL)","AOL Desktop 10.x",10.x,2,0
"America Online (AOL)","AOL Desktop 9.x",9.x,2,0
"America Online (AOL)","AOL Instant Messenger (AIM) 6.x",6.x,2,1
"America Online (AOL)","AOL Toolbar 1.x",1.x,2,1
"America Online (AOL)","AOL Media Playback ActiveX Control 3.x",3.x,2,
"American Financing Corporation","Link Request Contact Form 3.x",3.x,2,
"American Financing Corporation","Email Image Upload 4.x",4.x,2,0
"American Power Conversion Corporation","APC PowerChute Network Shutdown 3.x",3.x,2,0
"American Power Conversion Corporation","APC AOS 2.x",,1,
"American Power Conversion Corporation","InfraStruXure Central 4.x",4.x,2,0
"American Power Conversion Corporation","APC AP7932 Switched Rack PDU 3.x",3.x,1,
"American Power Conversion Corporation","InfraStruXure Central 6.x",6.x,2,0
"American Power Conversion Corporation","APC PowerChute Business Edition 7.x",,2,
"American Power Conversion Corporation","InfraStruXure Central 5.x",5.x,2,0
"American Power Conversion Corporation","APC PowerChute Business Edition 6.x",,2,
"American Power Conversion Corporation","APC PowerChute Personal Edition 3.x",3.x,2,0
"American Power Conversion Corporation","APC PowerChute Business Edition 9.x",9.x,2,0
"American Power Conversion Corporation","APC PowerChute Network Shutdown 2.x",2.x,2,
"American Power Conversion Corporation","APC PowerChute Personal Edition 2.x",2.x,2,
"American Power Conversion Corporation","APC PowerChute Personal Edition 1.x",1.x,2,
"American Power Conversion Corporation","APC PowerChute Network Shutdown 1.x",1.x,2,
"American Power Conversion Corporation","InfraStruXure Operations 6.x",6.x,2,0
"American Power Conversion Corporation","APC AOS 3.x",,1,
"American Power Conversion Corporation","APC PowerChute Business Edition 8.x",8.x,2,0
"American Power Conversion Corporation","APC AOS 1.x",,1,
"American Shareware Technologies","MP3 WAV Converter 3.x",3.x,2,
"American Shareware Technologies","MP3 WAV Converter 4.x",4.x,2,0
"American Suzuki","SCATDP1 ActiveX Control 1.x",1.x,2,0
"American Suzuki","PRJTITLEBAR2 ActiveX Control 1.x",1.x,2,0
"American Systems","Print Screen Deluxe 7.x",7.x,2,0
"American Systems","EZ Scheduler 1.x",1.x,2,
AMIBROKER.COM,"AmiBroker 5.x",5.x,2,0
"Amiga / KMOS","AmigaOS 4",,1,
"AML Software","AML Free Registry Cleaner 4.x",4.x,2,
AmmSoft,"ScriptFTP 3.x",3.x,2,0
AmoK,"AmoK Playlist Copy 2.x",2.x,2,
AMOSCA,"Report Authority 13.x",13.x,2,0
"Amphibius Developers","Zombie Invasion: T-Virus 1.x",1.x,2,0
Amplecom,"ampleShop 2.x",2.x,2,0
AMPsoft,"Cookie Monster 3.x",3.x,2,0
AMPsoft,"AMP Font Viewer 3.x",3.x,2,
AMPsoft,"Cookie Monster 0.x (extension for Firefox)",0.x,2,0
AMPsoft,"Screen Saver Control 1.x",1.x,2,
Amsn,"aMSN 0.x",0.x,2,0
AMTELCO,"AMTELCO miSecureMessages 6.x",6.x,2,0
"AMUST Software","AMUST Disk Cleaner 1.x",1.x,2,
"AMW Co.Ltd.","Gold Wave Editor 9.x",9.x,2,
"AMX Corporation","AMX VNC ActiveX Control 1.x",1.x,2,
Amyuni,"PDF Converter Professional 3.x",3.x,2,
Amyuni,"Amyuni PDF Converter 2.x",2.x,2,
Amyuni,"Amyuni PDF Creator 3.x",3.x,2,
"Anagram Technologies","Copy2Contact 2.x",2.x,2,0
"Analog Devices","SoundMAX 5.x",5.x,2,
"Analog Devices","SoundMAX 4.x",4.x,2,
AnalogX,"AnalogX Proxy 4.x",4.x,2,
"Anark Corporation","Anark Client for Windows 2.x",2.x,2,
"Anark Corporation","Anark Client for Windows 4.x",4.x,2,
Anblik,"PenPal 2.x",2.x,2,
Ancestry.com,"Family Tree Maker 11.x",11.x,2,
Ancestry.com,"Family Tree Maker 2006",16.x,2,0
Ancestry.com,"Family Tree Maker 2010",19.x,2,0
Ancestry.com,"Family Tree Maker 2009",18.x,2,0
Ancestry.com,"Family Tree Maker 10.x",10.x,2,0
Ancestry.com,"Family Tree Maker 2014",22.x,2,0
Ancestry.com,"Family Tree Maker 2012",21.x,2,0
Ancestry.com,"Ancestry World Archives Project - Keying Tool 1.x",1.x,2,0
Ancestry.com,"Family Tree Maker 2008",17.x,2,0
Ancestry.com,"Family Tree Maker 2005",12.x,2,0
Ancestry.com,"Family Tree Maker 2011",20.x,2,0
"AnchorFree Inc.","Hotspot Shield VPN for Android 1.x",1.x,2,0
"AnchorFree Inc.","Hotspot Shield 3.x",3.x,2,0
"AnchorFree Inc.","Hotspot Shield 1.x",1.x,2,0
AncientSoft,"Online Software Activation Kit ActiveX Control 1.x",1.x,2,0
"AND International Publishers","Route 3.x",3.x,2,
"Andrea Electronics","Andrea filters APO access service (32-bit) 1.x",1.x,2,0
"Andreas Breitschopp","Universal Code Lines Counter 1.x",1.x,2,0
Anfibia,"Desktop Orbiter 2.x",2.x,2,
Anfibia,"Desktop Satellite 4.x",4.x,2,
Anfibia,"Desktop Orbiter 4.x",4.x,2,
Anfibia,"Anfibia Reactor 2.x",2.x,2,0
"Anfy Team","Anfy 2.x",2.x,2,
"ANGEL Learning","ANGEL Learning Management Suite 7.x",7.x,2,
"Animation Technologies","DTV 1.x",1.x,2,
Animoca,"Thor Lord of Storms 1.x",1.x,2,0
Aniware,AniRez2,,2,
Aniware,AniRez1,1.x,2,
"Anix Software","MySlideShow 2.x",2.x,2,
"AnMo Electronics Corporation","DinoCapture 2.0 1.x",1.x,2,0
Annertech,"Drupal Lightbox2 Module 6.x",6.x,2,0
Annertech,"Drupal Lightbox2 Module 5.x",5.x,2,0
"AnNoText GmbH","AnNoText AdvoMahn 21.x",21.x,2,0
"AnNoText GmbH","AnNoText AdvoAkte 17.x",17.x,2,0
"Anodyne Productions","SIMM Management System 2.x",2.x,2,0
Anonymizer,"Anonymizer Nyms 2.x",2.x,2,
Anonymizer,"WebSWK ActiveX Control 1.x",1.x,2,
Anonymizer,"Anonymizer Universal 1.x",1.x,2,0
"Another PHP Program","APBoard 2.x",2.x,2,
Anserv.com,"Auction XL",,2,
"Ansha Team","aDownloader 1.x",1.x,2,0
"Ansible Networks","Ansible 1.x",1.x,2,0
"Answers Corporation","GuruNet 5.x",5.x,2,
"Answers Corporation","1-Click Answers 2.x",2.x,2,0
"Answers Corporation","1-Click Answers 1.x",1.x,2,0
"Antarctica Digital","Smart Coupon Printer ActiveX Control 1.x",1.x,2,0
"Antenna House, Inc.","AH Formatter 5.x",5.x,2,0
Antharia,"OnContent // CMS",,2,
"Anthropics Technology Ltd.","Portrait Professional 11.x",11.x,2,0
"Anthropics Technology Ltd.","Portrait Professional 10.x",10.x,2,0
"Anti-Malware Development a.s.","ewido anti-spyware ActiveX Control 1.x",1.x,2,
antibody-software.com,"WizMouse 1.x",1.x,2,0
antibody-software.com,"Bulk Image Downloader 4.x",4.x,2,0
antibody-software.com,"Bulk Image Downloader 1.x",1.x,2,
antibody-software.com,"Bulk Image Downloader 1.x (extension for Firefox)",1.x,2,0
antibody-software.com,"WizMouse 1.x",1.x,2,0
"Anton Paar","RheoPlus 3.x",3.x,2,0
AntsSoft,"NetAnts 1.x",1.x,2,
AntTek,"AntTek Quick Settings Pro 1.x",1.x,2,0
"Anuman Interactive","Fire &amp; Forget Final Assault 1.x",1.x,2,0
"anvio GmbH","Media Converter SA Edition 1.x",1.x,2,0
"AnVir Software","AnVir Task Manager pro 6.x",6.x,2,0
"AnVir Software","AnVir Task Manager 6.x",6.x,2,0
"AnVir Software","AnVir Task Manager 7.x",7.x,2,0
"AnVir Software","AnVir Task Manager 5.x",5.x,2,0
"AnvSoft Inc.","Photo Slideshow Maker 5.x",5.x,2,0
"AnvSoft Inc.","Photo Flash Maker Platinum 5.x",5.x,2,0
Any-Video-Converter.com,"Any DVD Converter Professional 4.x",4.x,2,0
Any-Video-Converter.com,"Any Video Converter 3.x",3.x,2,
Any-Video-Converter.com,"Any Audio Converter 2.x",2.x,2,0
Any-Video-Converter.com,"Any Video Converter Free version 2.x",2.x,2,
Any-Video-Converter.com,"Any Video Converter 5.x",5.x,2,0
Any.do,"Any.do To-do List &amp; Task List 2.x",2.x,2,0
AnyBizSoft,"AnyBizSoft PDF Converter 1.x",1.x,2,0
AnyBizSoft,"AnyBizSoft PDF Editor 1.x",1.x,2,0
Anycom,"Anycom Blue Stereo Headset BSH-100",,1,
"AnyDWG Software, Inc","Any DWG to Image Converter 2007",2007,2,
AnyMeeting,"AnyMeeting Plug-in 2.x",2.x,2,0
"Anyplace Control Software","Anyplace Control 4.x",4.x,2,0
Anysee,"Anysee E30 series viewer 2.x",2.x,2,0
"Anything Digital LLC","sh404SEF 3.x (component for Joomla!)",3.x,2,0
"Anything Digital LLC","sh404SEF 2.x (component for Joomla!)",2.x,2,0
AoAMedia.Com,"AoA Advanced X Video Converter 5.x",5.x,2,
AoAMedia.Com,"AoA Advanced X Video Converter 4.x",4.x,2,
AoAMedia.Com,"AoA Audio Extractor 2.x",2.x,2,0
AoAMedia.Com,"AoA DVD Ripper 3.x",3.x,2,
AoAMedia.Com,"AoA Audio Extractor 1.x",1.x,2,
"AOL Inc.","Engadget 1.x",1.x,2,0
"AOM Software GbR",Beex,,2,
Aomei,"AOMEI Backupper 1.x",1.x,2,0
Aomei,"AOMEI Backupper 2.x",2.x,2,0
Aomei,"Aomei Partition Assistant 4.x",4.x,2,0
Aomei,"Aomei Partition Assistant 5.x",5.x,2,0
"Aone Software","Ultra Video Joiner 4.x",4.x,2,
"Aone Software","MOV to AVI MPEG WMV Converter 1.x",1.x,2,
"Aone Software","Ultra MKV Converter 4.x",4.x,2,0
"Aone Software","Ultra DVD Creator 1.x",1.x,2,
"Apache Software Consulting","Apache POI 2.x",2.x,2,0
"Apache Software Consulting","Apache Commons Digester 2.x",2.x,2,0
"Apache Software Consulting","Apache Jackrabbit 2.x",2.x,2,0
"Apache Software Consulting","Apache Avro 1.x",1.x,2,0
"Apache Software Consulting","Apache Tomcat Native Library 1.x",1.x,2,0
"Apache Software Consulting","Apache NMS ActiveMQ 1.x",1.x,2,0
"Apache Software Consulting","Klondike WAP Browser for Windows 1.x",1.x,2,
"Apache Software Consulting","Apache Woden 1.x",1.x,2,0
"Apache Software Foundation","Apache Lucene 4.x",4.x,2,0
"Apache Software Foundation","Apache Ant 1.8.x",1.8.x,2,0
"Apache Software Foundation","Apache Excalibur 2.2.x",2.2.x,2,
"Apache Software Foundation","Apache Commons Codec 1.x",1.x,2,
"Apache Software Foundation","Apache Traffic Server 3.0.x",3.0.x,2,0
"Apache Software Foundation","Apache Continuum 1.x",1.x,2,0
"Apache Software Foundation","Log4net 1.x",1.x,2,
"Apache Software Foundation","Apache Portable Runtime 1.x",1.x,2,
"Apache Software Foundation","Xalan-C++ 10.x",10.x,2,
"Apache Software Foundation","Apache OFBiz 12.x",12.x,2,0
"Apache Software Foundation","Apache Byte Code Engineering Library (BCEL) 5.x",5.x,2,
"Apache Software Foundation","Apache Geronimo 1.x",1.x,2,
"Apache Software Foundation","Xerces-C++ 2.x",2.x,2,
"Apache Software Foundation","Apache Commons Collections 2.x",2.x,2,0
"Apache Software Foundation","Apache FOP (Formatting Objects Processor) 0.x",0.x,2,
"Apache Software Foundation","Apache Geronimo 3.0.x",3.0.x,2,0
"Apache Software Foundation","Apache Thrift 0.x",0.x,2,0
"Apache Software Foundation","Apache OpenOffice SDK 3.x",3.x,2,0
"Apache Software Foundation","Apache Commons Lang 3.x",3.x,2,0
"Apache Software Foundation","Jakarta Standard Taglib 1.1.x",1.1.x,2,
"Apache Software Foundation","Apache Commons JXPath 1.x",1.x,2,
"Apache Software Foundation","Apache Portable Runtime 0.x",0.x,2,
"Apache Software Foundation","Apache Extras for Apache log4j 1.x",1.x,2,0
"Apache Software Foundation","Apache ODE (Orchestration Director Engine) 1.x",1.x,2,
"Apache Software Foundation","Apache Commons HttpClient 3.x",3.x,2,
"Apache Software Foundation","Apache XML Graphics Commons 1.x",1.x,2,0
"Apache Software Foundation","Apache Tomcat 5.x",5.x,2,1
"Apache Software Foundation","Apache Jackrabbit 1.x",1.x,2,
"Apache Software Foundation","Xerces2 Java Parser 2.x",2.x,2,0
"Apache Software Foundation","Apache CouchDB 0.x",0.x,2,1
"Apache Software Foundation","scponly 3.x",3.x,2,0
"Apache Software Foundation","Apache Camel 1.x",1.x,2,1
"Apache Software Foundation","Apache ZooKeeper 3.x",3.x,2,0
"Apache Software Foundation","xmltask 1.x",1.x,2,0
"Apache Software Foundation","Apache OFBiz 9.x",9.x,2,0
"Apache Software Foundation","Apache Tomcat 1.x",1.x,2,0
"Apache Software Foundation","Apache Commons Compress 1.x",1.x,2,0
"Apache Software Foundation","Apache Karaf 2.x",2.x,2,0
"Apache Software Foundation","Jakarta Standard Taglib 1.0.x",1.0.x,2,
"Apache Software Foundation","Apache Commons IO 1.x",1.x,2,
"Apache Software Foundation","Apache OFBiz 11.x",11.x,2,0
"Apache Software Foundation","Apache Tomcat JK Web Server Connector 1.x",1.x,2,
"Apache Software Foundation","Apache Subversion 1.x",1.x,2,0
"Apache Software Foundation","Apache APR-util 0.x",0.x,2,
"Apache Software Foundation","Apache Directory Studio 1.x",1.x,2,0
"Apache Software Foundation","Apache Commons BeanUtils 1.x",1.x,2,
"Apache Software Foundation","Apache POI 3.x",3.x,2,
